Order ID,Date,Product,Price,Quantity,Purchase Type,Payment Method
20858,2023-06-19,Fries,3.49,673.27,In-store,Cash
20859,2023-06-19,Beverages,2.95,840.61,Online,Cash
20860,2023-06-19,Sides & Other,4.99,226.94,Online,Cash
20861,2023-06-20,Burgers,12.99,643.25,Drive-thru,Credit Card
20862,2023-06-20,Chicken Sandwiches,9.95,190.56,In-store,Gift Card
20863,2023-06-20,Fries,3.49,739.24,Online,Cash
20864,2023-06-20,Beverages,2.95,957.49,Drive-thru,Cash
20865,2023-06-20,Sides & Other,4.99,196.8,Drive-thru,Credit Card
20866,2023-06-21,Burgers,12.99,638.46,Drive-thru,Cash
20867,2023-06-21,Chicken Sandwiches,9.95,244.6,Online,Credit Card
20868,2023-06-21,Fries,3.49,725.92,Drive-thru,Credit Card
20869,2023-06-21,Beverages,2.95,962.27,Online,Credit Card
20870,2023-06-21,Sides & Other,4.99,290.37,In-store,Credit Card
20871,2023-06-22,Burgers,12.99,652.25,In-store,Cash
20872,2023-06-22,Chicken Sandwiches,9.95,218.11,In-store,Cash
20873,2023-06-22,Fries,3.49,652.14,Online,Gift Card
20874,2023-06-22,Beverages,2.95,906.54,Drive-thru,Credit Card
20875,2023-06-22,Sides & Other,4.99,225.55,In-store,Credit Card
20876,2023-06-23,Burgers,12.99,898.43,In-store,Cash
20877,2023-06-23,Chicken Sandwiches,9.95,258.71,Drive-thru,Credit Card
20878,2023-06-23,Fries,3.49,829.33,In-store,Gift Card
20879,2023-06-23,Beverages,2.95,1075.48,In-store,Credit Card
20880,2023-06-23,Sides & Other,4.99,303.95,Drive-thru,Cash
20881,2023-06-24,Burgers,12.99,1077.91,Drive-thru,Cash
20882,2023-06-24,Chicken Sandwiches,9.95,292.04,Drive-thru,Credit Card
20883,2023-06-24,Fries,3.49,897.59,In-store,Cash
20884,2023-06-24,Beverages,2.95,1271.06,In-store,Gift Card
20885,2023-06-24,Sides & Other,4.99,322.7,In-store,Credit Card
20886,2023-06-25,Burgers,12.99,925.89,In-store,Cash
20887,2023-06-25,Chicken Sandwiches,9.95,297.21,In-store,Credit Card
20888,2023-06-25,Fries,3.49,821.34,Online,Cash
20889,2023-06-25,Beverages,2.95,1132.27,In-store,Credit Card
20890,2023-06-25,Sides & Other,4.99,308.89,Drive-thru,Credit Card
20891,2023-06-26,Burgers,12.99,660.11,Online,Cash
20892,2023-06-26,Chicken Sandwiches,9.95,230.0,Online,Cash
20893,2023-06-26,Fries,3.49,696.85,In-store,Credit Card
20894,2023-06-26,Beverages,2.95,904.14,Drive-thru,Credit Card
20895,2023-06-26,Sides & Other,4.99,248.81,In-store,Credit Card
20896,2023-06-27,Burgers,12.99,670.96,In-store,Credit Card
20897,2023-06-27,Chicken Sandwiches,9.95,221.85,Drive-thru,Gift Card
20898,2023-06-27,Fries,3.49,681.95,Drive-thru,Credit Card
20899,2023-06-27,Beverages,2.95,935.04,Drive-thru,Cash
20900,2023-06-27,Sides & Other,4.99,190.65,In-store,Cash
20901,2023-06-28,Burgers,12.99,687.95,Drive-thru,Cash
20902,2023-06-28,Chicken Sandwiches,9.95,228.0,In-store,Credit Card
20903,2023-06-28,Fries,3.49,712.76,Drive-thru,Credit Card
20904,2023-06-28,Beverages,2.95,987.13,Drive-thru,Credit Card
20905,2023-06-28,Sides & Other,4.99,232.66,Drive-thru,Gift Card
20906,2023-06-29,Burgers,12.99,666.86,In-store,Gift Card
20907,2023-06-29,Chicken Sandwiches,9.95,204.39,Online,Credit Card
20908,2023-06-29,Fries,3.49,743.65,In-store,Gift Card
20909,2023-06-29,Beverages,2.95,961.75,In-store,Cash
20910,2023-06-29,Sides & Other,4.99,295.23,Online,Credit Card
20911,2023-06-30,Burgers,12.99,740.24,Drive-thru,Cash
20912,2023-06-30,Chicken Sandwiches,9.95,279.41,Drive-thru,Gift Card
20913,2023-06-30,Fries,3.49,830.6,Online,Credit Card
20914,2023-06-30,Beverages,2.95,1149.0,Online,Credit Card
20915,2023-06-30,Sides & Other,4.99,257.11,Online,Gift Card
20916,2023-07-01,Burgers,12.99,932.2,In-store,Credit Card
20917,2023-07-01,Chicken Sandwiches,9.95,338.3,Online,Gift Card
20918,2023-07-01,Fries,3.49,974.15,Online,Gift Card
20919,2023-07-01,Beverages,2.95,1284.86,In-store,Cash
20920,2023-07-01,Sides & Other,4.99,315.11,In-store,Gift Card
20921,2023-07-02,Burgers,12.99,910.65,In-store,Gift Card
20922,2023-07-02,Chicken Sandwiches,9.95,258.51,Drive-thru,Credit Card
20923,2023-07-02,Fries,3.49,881.39,Online,Gift Card
20924,2023-07-02,Beverages,2.95,1153.33,In-store,Credit Card
20925,2023-07-02,Sides & Other,4.99,325.04,In-store,Credit Card
20926,2023-07-03,Burgers,12.99,545.66,In-store,Credit Card
20927,2023-07-03,Chicken Sandwiches,9.95,212.38,In-store,Cash
20928,2023-07-03,Fries,3.49,697.26,Online,Cash
20929,2023-07-03,Beverages,2.95,989.22,Drive-thru,Credit Card
20930,2023-07-03,Sides & Other,4.99,215.1,Online,Gift Card
20931,2023-07-04,Burgers,12.99,846.06,Online,Cash
20932,2023-07-04,Chicken Sandwiches,9.95,374.86,In-store,Cash
20933,2023-07-04,Fries,3.49,867.04,In-store,Credit Card
20934,2023-07-04,Beverages,2.95,1170.51,In-store,Credit Card
20935,2023-07-04,Sides & Other,4.99,321.29,In-store,Credit Card
20936,2023-07-05,Burgers,12.99,663.35,Drive-thru,Gift Card
20937,2023-07-05,Chicken Sandwiches,9.95,219.21,In-store,Cash
20938,2023-07-05,Fries,3.49,772.74,In-store,Cash
20939,2023-07-05,Beverages,2.95,1018.16,Drive-thru,Credit Card
20940,2023-07-05,Sides & Other,4.99,217.34,In-store,Credit Card
20941,2023-07-06,Burgers,12.99,609.82,In-store,Cash
20942,2023-07-06,Chicken Sandwiches,9.95,266.89,Online,Cash
20943,2023-07-06,Fries,3.49,770.13,In-store,Credit Card
20944,2023-07-06,Beverages,2.95,1003.35,Online,Credit Card
20945,2023-07-06,Sides & Other,4.99,296.99,Drive-thru,Credit Card
20946,2023-07-07,Burgers,12.99,717.92,In-store,Credit Card
20947,2023-07-07,Chicken Sandwiches,9.95,237.49,Drive-thru,Cash
20948,2023-07-07,Fries,3.49,816.45,In-store,Cash
20949,2023-07-07,Beverages,2.95,1156.52,In-store,Cash
20950,2023-07-07,Sides & Other,4.99,280.62,Drive-thru,Credit Card
20951,2023-07-08,Burgers,12.99,885.68,In-store,Cash
20952,2023-07-08,Chicken Sandwiches,9.95,329.92,Online,Credit Card
20953,2023-07-08,Fries,3.49,890.32,In-store,Cash
20954,2023-07-08,Beverages,2.95,1390.98,In-store,Cash
20955,2023-07-08,Sides & Other,4.99,303.25,In-store,Cash
20956,2023-07-09,Burgers,12.99,914.2,Drive-thru,Cash
20957,2023-07-09,Chicken Sandwiches,9.95,299.19,In-store,Credit Card
20958,2023-07-09,Fries,3.49,898.52,Drive-thru,Credit Card
20959,2023-07-09,Beverages,2.95,1218.04,In-store,Cash
20960,2023-07-09,Sides & Other,4.99,295.91,In-store,Cash
20961,2023-07-10,Burgers,12.99,682.73,Online,Credit Card
20962,2023-07-10,Chicken Sandwiches,9.95,256.12,Drive-thru,Credit Card
20963,2023-07-10,Fries,3.49,689.81,In-store,Credit Card
20964,2023-07-10,Beverages,2.95,955.19,Online,Cash
20965,2023-07-10,Sides & Other,4.99,214.37,In-store,Cash
20966,2023-07-11,Burgers,12.99,757.1,Drive-thru,Cash
20967,2023-07-11,Chicken Sandwiches,9.95,216.5,In-store,Credit Card
20968,2023-07-11,Fries,3.49,780.64,In-store,Gift Card
20969,2023-07-11,Beverages,2.95,955.61,Online,Credit Card
20970,2023-07-11,Sides & Other,4.99,179.28,Online,Credit Card
20971,2023-07-12,Burgers,12.99,706.7,In-store,Cash
20972,2023-07-12,Chicken Sandwiches,9.95,227.78,Drive-thru,Gift Card
20973,2023-07-12,Fries,3.49,778.67,Drive-thru,Credit Card
20974,2023-07-12,Beverages,2.95,979.45,Online,Credit Card
20975,2023-07-12,Sides & Other,4.99,221.24,Online,Gift Card
20976,2023-07-13,Burgers,12.99,567.91,In-store,Cash
20977,2023-07-13,Chicken Sandwiches,9.95,233.53,Drive-thru,Cash
20978,2023-07-13,Fries,3.49,632.3,Drive-thru,Credit Card
20979,2023-07-13,Beverages,2.95,939.23,In-store,Cash
20980,2023-07-13,Sides & Other,4.99,261.1,Drive-thru,Cash
20981,2023-07-14,Burgers,12.99,864.73,In-store,Credit Card
20982,2023-07-14,Chicken Sandwiches,9.95,293.98,In-store,Credit Card
20983,2023-07-14,Fries,3.49,802.26,Drive-thru,Cash
20984,2023-07-14,Beverages,2.95,1156.41,Drive-thru,Cash
20985,2023-07-14,Sides & Other,4.99,271.24,In-store,Credit Card
20986,2023-07-15,Burgers,12.99,803.67,In-store,Gift Card
20987,2023-07-15,Chicken Sandwiches,9.95,367.61,Drive-thru,Credit Card
20988,2023-07-15,Fries,3.49,1014.41,Online,Credit Card
20989,2023-07-15,Beverages,2.95,1297.52,Drive-thru,Gift Card
20990,2023-07-15,Sides & Other,4.99,307.93,In-store,Credit Card
20991,2023-07-16,Burgers,12.99,840.42,In-store,Credit Card
20992,2023-07-16,Chicken Sandwiches,9.95,228.35,Drive-thru,Cash
20993,2023-07-16,Fries,3.49,861.28,In-store,Cash
20994,2023-07-16,Beverages,2.95,1154.26,In-store,Credit Card
20995,2023-07-16,Sides & Other,4.99,239.41,In-store,Gift Card
20996,2023-07-17,Burgers,12.99,624.27,In-store,Cash
20997,2023-07-17,Chicken Sandwiches,9.95,266.97,In-store,Cash
20998,2023-07-17,Fries,3.49,708.13,Drive-thru,Credit Card
20999,2023-07-17,Beverages,2.95,904.33,Drive-thru,Cash
21000,2023-07-17,Sides & Other,4.99,234.5,In-store,Credit Card
21001,2023-07-18,Burgers,12.99,754.44,In-store,Cash
21002,2023-07-18,Chicken Sandwiches,9.95,254.79,In-store,Credit Card
21003,2023-07-18,Fries,3.49,706.47,In-store,Gift Card
21004,2023-07-18,Beverages,2.95,930.71,Online,Gift Card
21005,2023-07-18,Sides & Other,4.99,246.09,Drive-thru,Credit Card
21006,2023-07-19,Burgers,12.99,724.95,Drive-thru,Gift Card
21007,2023-07-19,Chicken Sandwiches,9.95,267.46,Online,Cash
21008,2023-07-19,Fries,3.49,769.46,Online,Credit Card
21009,2023-07-19,Beverages,2.95,1052.96,In-store,Credit Card
21010,2023-07-19,Sides & Other,4.99,218.3,In-store,Cash
21011,2023-07-20,Burgers,12.99,788.51,In-store,Cash
21012,2023-07-20,Chicken Sandwiches,9.95,249.9,In-store,Cash
21013,2023-07-20,Fries,3.49,834.02,Online,Gift Card
21014,2023-07-20,Beverages,2.95,977.87,Drive-thru,Gift Card
21015,2023-07-20,Sides & Other,4.99,293.33,Drive-thru,Credit Card
21016,2023-07-21,Burgers,12.99,818.23,In-store,Credit Card
21017,2023-07-21,Chicken Sandwiches,9.95,262.8,Drive-thru,Gift Card
21018,2023-07-21,Fries,3.49,827.17,Online,Credit Card
21019,2023-07-21,Beverages,2.95,1142.87,Drive-thru,Credit Card
21020,2023-07-21,Sides & Other,4.99,287.49,In-store,Cash
21021,2023-07-22,Burgers,12.99,954.01,Drive-thru,Gift Card
21022,2023-07-22,Chicken Sandwiches,9.95,299.62,In-store,Cash
21023,2023-07-22,Fries,3.49,961.85,Drive-thru,Cash
21024,2023-07-22,Beverages,2.95,1430.19,In-store,Gift Card
21025,2023-07-22,Sides & Other,4.99,380.97,In-store,Gift Card
21026,2023-07-23,Burgers,12.99,858.92,In-store,Gift Card
21027,2023-07-23,Chicken Sandwiches,9.95,290.14,Online,Credit Card
21028,2023-07-23,Fries,3.49,880.7,Online,Credit Card
21029,2023-07-23,Beverages,2.95,1220.27,In-store,Cash
21030,2023-07-23,Sides & Other,4.99,238.58,In-store,Gift Card
21031,2023-07-24,Burgers,12.99,625.77,Drive-thru,Cash
21032,2023-07-24,Chicken Sandwiches,9.95,186.68,In-store,Cash
21033,2023-07-24,Fries,3.49,698.17,In-store,Credit Card
21034,2023-07-24,Beverages,2.95,952.74,Drive-thru,Credit Card
21035,2023-07-24,Sides & Other,4.99,202.42,In-store,Gift Card
21036,2023-07-25,Burgers,12.99,765.85,In-store,Cash
21037,2023-07-25,Chicken Sandwiches,9.95,203.36,Online,Credit Card
21038,2023-07-25,Fries,3.49,641.55,In-store,Cash
21039,2023-07-25,Beverages,2.95,966.46,In-store,Credit Card
21040,2023-07-25,Sides & Other,4.99,257.04,In-store,Gift Card
21041,2023-07-26,Burgers,12.99,813.72,Drive-thru,Credit Card
21042,2023-07-26,Chicken Sandwiches,9.95,233.37,In-store,Credit Card
21043,2023-07-26,Fries,3.49,789.34,In-store,Cash
21044,2023-07-26,Beverages,2.95,1005.97,Drive-thru,Cash
21045,2023-07-26,Sides & Other,4.99,230.28,Drive-thru,Credit Card
21046,2023-07-27,Burgers,12.99,758.67,Online,Gift Card
21047,2023-07-27,Chicken Sandwiches,9.95,261.35,Drive-thru,Credit Card
21048,2023-07-27,Fries,3.49,670.3,In-store,Cash
21049,2023-07-27,Beverages,2.95,1071.4,In-store,Cash
21050,2023-07-27,Sides & Other,4.99,281.57,Drive-thru,Gift Card
21051,2023-07-28,Burgers,12.99,753.08,Drive-thru,Cash
21052,2023-07-28,Chicken Sandwiches,9.95,293.12,In-store,Credit Card
21053,2023-07-28,Fries,3.49,877.6,Online,Gift Card
21054,2023-07-28,Beverages,2.95,1171.73,Drive-thru,Cash
21055,2023-07-28,Sides & Other,4.99,250.47,In-store,Cash
21056,2023-07-29,Burgers,12.99,847.19,In-store,Cash
21057,2023-07-29,Chicken Sandwiches,9.95,317.56,In-store,Cash
21058,2023-07-29,Fries,3.49,1031.63,In-store,Cash
21059,2023-07-29,Beverages,2.95,1340.44,Drive-thru,Cash
21060,2023-07-29,Sides & Other,4.99,290.86,Drive-thru,Credit Card
21061,2023-07-30,Burgers,12.99,886.15,In-store,Cash
21062,2023-07-30,Chicken Sandwiches,9.95,204.38,In-store,Cash
21063,2023-07-30,Fries,3.49,935.13,In-store,Gift Card
21064,2023-07-30,Beverages,2.95,1100.36,In-store,Cash
21065,2023-07-30,Sides & Other,4.99,264.33,Drive-thru,Cash
21066,2023-07-31,Burgers,12.99,571.2,Online,Credit Card
21067,2023-07-31,Chicken Sandwiches,9.95,195.34,In-store,Credit Card
21068,2023-07-31,Fries,3.49,729.58,In-store,Cash
21069,2023-07-31,Beverages,2.95,908.44,Online,Credit Card
21070,2023-07-31,Sides & Other,4.99,227.63,In-store,Credit Card
21071,2023-08-01,Burgers,12.99,633.81,In-store,Cash
21072,2023-08-01,Chicken Sandwiches,9.95,239.1,Online,Credit Card
21073,2023-08-01,Fries,3.49,685.68,Drive-thru,Cash
21074,2023-08-01,Beverages,2.95,848.34,Drive-thru,Gift Card
21075,2023-08-01,Sides & Other,4.99,247.68,Drive-thru,Credit Card
21076,2023-08-02,Burgers,12.99,637.65,In-store,Cash
21077,2023-08-02,Chicken Sandwiches,9.95,201.53,In-store,Credit Card
21078,2023-08-02,Fries,3.49,699.82,In-store,Credit Card
21079,2023-08-02,Beverages,2.95,1005.72,In-store,Cash
21080,2023-08-02,Sides & Other,4.99,256.03,Drive-thru,Gift Card
21081,2023-08-03,Burgers,12.99,647.24,In-store,Cash
21082,2023-08-03,Chicken Sandwiches,9.95,231.31,In-store,Credit Card
21083,2023-08-03,Fries,3.49,704.45,Online,Gift Card
21084,2023-08-03,Beverages,2.95,1029.05,In-store,Credit Card
21085,2023-08-03,Sides & Other,4.99,241.03,In-store,Gift Card
21086,2023-08-04,Burgers,12.99,803.48,Online,Cash
21087,2023-08-04,Chicken Sandwiches,9.95,305.13,In-store,Gift Card
21088,2023-08-04,Fries,3.49,838.13,In-store,Gift Card
21089,2023-08-04,Beverages,2.95,1074.62,Drive-thru,Cash
21090,2023-08-04,Sides & Other,4.99,255.89,Drive-thru,Credit Card
21091,2023-08-05,Burgers,12.99,865.2,In-store,Credit Card
21092,2023-08-05,Chicken Sandwiches,9.95,310.7,In-store,Cash
21093,2023-08-05,Fries,3.49,975.08,In-store,Gift Card
21094,2023-08-05,Beverages,2.95,1231.16,In-store,Cash
21095,2023-08-05,Sides & Other,4.99,327.95,In-store,Gift Card
21096,2023-08-06,Burgers,12.99,784.63,Drive-thru,Cash
21097,2023-08-06,Chicken Sandwiches,9.95,285.39,Online,Credit Card
21098,2023-08-06,Fries,3.49,745.25,In-store,Cash
21099,2023-08-06,Beverages,2.95,1158.82,In-store,Cash
21100,2023-08-06,Sides & Other,4.99,283.08,Online,Credit Card
21101,2023-08-07,Burgers,12.99,677.31,Online,Credit Card
21102,2023-08-07,Chicken Sandwiches,9.95,155.01,In-store,Gift Card
21103,2023-08-07,Fries,3.49,744.48,Drive-thru,Credit Card
21104,2023-08-07,Beverages,2.95,864.15,Online,Credit Card
21105,2023-08-07,Sides & Other,4.99,243.15,Drive-thru,Cash
21106,2023-08-08,Burgers,12.99,571.49,In-store,Cash
21107,2023-08-08,Chicken Sandwiches,9.95,242.28,Online,Cash
21108,2023-08-08,Fries,3.49,639.01,In-store,Credit Card
21109,2023-08-08,Beverages,2.95,873.7,Drive-thru,Cash
21110,2023-08-08,Sides & Other,4.99,275.6,Drive-thru,Credit Card
21111,2023-08-09,Burgers,12.99,657.67,In-store,Credit Card
21112,2023-08-09,Chicken Sandwiches,9.95,245.28,In-store,Credit Card
21113,2023-08-09,Fries,3.49,756.26,In-store,Credit Card
21114,2023-08-09,Beverages,2.95,965.02,In-store,Credit Card
21115,2023-08-09,Sides & Other,4.99,233.62,Drive-thru,Credit Card
21116,2023-08-10,Burgers,12.99,694.38,In-store,Credit Card
21117,2023-08-10,Chicken Sandwiches,9.95,299.2,In-store,Cash
21118,2023-08-10,Fries,3.49,715.93,In-store,Credit Card
21119,2023-08-10,Beverages,2.95,953.09,In-store,Credit Card
21120,2023-08-10,Sides & Other,4.99,262.45,In-store,Gift Card
21121,2023-08-11,Burgers,12.99,854.8,Online,Gift Card
21122,2023-08-11,Chicken Sandwiches,9.95,309.58,Drive-thru,Credit Card
21123,2023-08-11,Fries,3.49,858.13,In-store,Credit Card
21124,2023-08-11,Beverages,2.95,1033.45,In-store,Credit Card
21125,2023-08-11,Sides & Other,4.99,323.29,In-store,Credit Card
21126,2023-08-12,Burgers,12.99,772.9,In-store,Credit Card
21127,2023-08-12,Chicken Sandwiches,9.95,321.6,In-store,Credit Card
21128,2023-08-12,Fries,3.49,891.33,In-store,Cash
21129,2023-08-12,Beverages,2.95,1225.05,Drive-thru,Credit Card
21130,2023-08-12,Sides & Other,4.99,311.13,In-store,Credit Card
21131,2023-08-13,Burgers,12.99,815.97,Online,Credit Card
21132,2023-08-13,Chicken Sandwiches,9.95,295.38,Drive-thru,Cash
21133,2023-08-13,Fries,3.49,930.53,In-store,Credit Card
21134,2023-08-13,Beverages,2.95,1136.71,Online,Gift Card
21135,2023-08-13,Sides & Other,4.99,260.76,Online,Credit Card
21136,2023-08-14,Burgers,12.99,675.25,In-store,Gift Card
21137,2023-08-14,Chicken Sandwiches,9.95,247.72,In-store,Credit Card
21138,2023-08-14,Fries,3.49,611.86,Online,Gift Card
21139,2023-08-14,Beverages,2.95,891.61,In-store,Cash
21140,2023-08-14,Sides & Other,4.99,231.16,Drive-thru,Cash
21141,2023-08-15,Burgers,12.99,618.08,In-store,Credit Card
21142,2023-08-15,Chicken Sandwiches,9.95,260.16,Online,Credit Card
21143,2023-08-15,Fries,3.49,676.31,In-store,Cash
21144,2023-08-15,Beverages,2.95,902.53,Drive-thru,Cash
21145,2023-08-15,Sides & Other,4.99,212.09,Drive-thru,Cash
21146,2023-08-16,Burgers,12.99,671.3,Online,Credit Card
21147,2023-08-16,Chicken Sandwiches,9.95,212.88,Drive-thru,Credit Card
21148,2023-08-16,Fries,3.49,655.83,In-store,Cash
21149,2023-08-16,Beverages,2.95,1009.52,Online,Cash
21150,2023-08-16,Sides & Other,4.99,201.67,In-store,Credit Card
21151,2023-08-17,Burgers,12.99,604.77,Drive-thru,Credit Card
21152,2023-08-17,Chicken Sandwiches,9.95,186.81,Drive-thru,Cash
21153,2023-08-17,Fries,3.49,690.66,Online,Credit Card
21154,2023-08-17,Beverages,2.95,891.36,Online,Credit Card
21155,2023-08-17,Sides & Other,4.99,281.4,In-store,Cash
21156,2023-08-18,Burgers,12.99,847.53,Online,Cash
21157,2023-08-18,Chicken Sandwiches,9.95,256.39,Drive-thru,Cash
21158,2023-08-18,Fries,3.49,938.8,In-store,Gift Card
21159,2023-08-18,Beverages,2.95,1132.41,Drive-thru,Cash
21160,2023-08-18,Sides & Other,4.99,251.15,In-store,Cash
21161,2023-08-19,Burgers,12.99,656.69,Drive-thru,Credit Card
21162,2023-08-19,Chicken Sandwiches,9.95,385.35,Drive-thru,Credit Card
21163,2023-08-19,Fries,3.49,855.43,Online,Cash
21164,2023-08-19,Beverages,2.95,1141.8,In-store,Cash
21165,2023-08-19,Sides & Other,4.99,340.02,Online,Credit Card
21166,2023-08-20,Burgers,12.99,981.12,In-store,Credit Card
21167,2023-08-20,Chicken Sandwiches,9.95,323.39,Drive-thru,Cash
21168,2023-08-20,Fries,3.49,876.68,Drive-thru,Cash
21169,2023-08-20,Beverages,2.95,1143.46,In-store,Credit Card
21170,2023-08-20,Sides & Other,4.99,302.24,Online,Cash
21171,2023-08-21,Burgers,12.99,662.78,Drive-thru,Credit Card
21172,2023-08-21,Chicken Sandwiches,9.95,227.11,In-store,Credit Card
21173,2023-08-21,Fries,3.49,665.12,In-store,Gift Card
21174,2023-08-21,Beverages,2.95,867.02,In-store,Gift Card
21175,2023-08-21,Sides & Other,4.99,188.28,In-store,Credit Card
21176,2023-08-22,Burgers,12.99,619.14,In-store,Credit Card
21177,2023-08-22,Chicken Sandwiches,9.95,188.26,Drive-thru,Credit Card
21178,2023-08-22,Fries,3.49,678.45,In-store,Cash
21179,2023-08-22,Beverages,2.95,859.66,In-store,Credit Card
21180,2023-08-22,Sides & Other,4.99,183.78,Online,Credit Card
21181,2023-08-23,Burgers,12.99,682.15,Online,Cash
21182,2023-08-23,Chicken Sandwiches,9.95,274.25,Drive-thru,Credit Card
21183,2023-08-23,Fries,3.49,758.35,Online,Credit Card
21184,2023-08-23,Beverages,2.95,881.34,In-store,Credit Card
21185,2023-08-23,Sides & Other,4.99,197.1,Drive-thru,Gift Card
21186,2023-08-24,Burgers,12.99,732.42,In-store,Credit Card
21187,2023-08-24,Chicken Sandwiches,9.95,215.69,In-store,Cash
21188,2023-08-24,Fries,3.49,708.67,In-store,Credit Card
21189,2023-08-24,Beverages,2.95,967.22,Drive-thru,Credit Card
21190,2023-08-24,Sides & Other,4.99,197.78,Drive-thru,Credit Card
21191,2023-08-25,Burgers,12.99,778.82,Drive-thru,Credit Card
21192,2023-08-25,Chicken Sandwiches,9.95,238.07,Drive-thru,Cash
21193,2023-08-25,Fries,3.49,796.13,In-store,Credit Card
21194,2023-08-25,Beverages,2.95,1101.58,Online,Credit Card
21195,2023-08-25,Sides & Other,4.99,204.44,In-store,Credit Card
21196,2023-08-26,Burgers,12.99,909.18,In-store,Gift Card
21197,2023-08-26,Chicken Sandwiches,9.95,311.27,Drive-thru,Cash
21198,2023-08-26,Fries,3.49,965.18,Drive-thru,Cash
21199,2023-08-26,Beverages,2.95,1240.22,Drive-thru,Credit Card
21200,2023-08-26,Sides & Other,4.99,354.24,Online,Cash
21201,2023-08-27,Burgers,12.99,800.68,Online,Cash
21202,2023-08-27,Chicken Sandwiches,9.95,270.61,In-store,Cash
21203,2023-08-27,Fries,3.49,854.02,In-store,Credit Card
21204,2023-08-27,Beverages,2.95,1141.0,In-store,Credit Card
21205,2023-08-27,Sides & Other,4.99,271.83,In-store,Cash
21206,2023-08-28,Burgers,12.99,619.12,Drive-thru,Credit Card
21207,2023-08-28,Chicken Sandwiches,9.95,204.8,In-store,Credit Card
21208,2023-08-28,Fries,3.49,634.45,In-store,Cash
21209,2023-08-28,Beverages,2.95,817.09,Drive-thru,Cash
21210,2023-08-28,Sides & Other,4.99,262.06,Online,Cash
21211,2023-08-29,Burgers,12.99,558.69,Drive-thru,Credit Card
21212,2023-08-29,Chicken Sandwiches,9.95,211.69,In-store,Credit Card
21213,2023-08-29,Fries,3.49,652.84,In-store,Credit Card
21214,2023-08-29,Beverages,2.95,932.13,In-store,Credit Card
21215,2023-08-29,Sides & Other,4.99,208.38,Online,Gift Card
21216,2023-08-30,Burgers,12.99,752.7,Drive-thru,Credit Card
21217,2023-08-30,Chicken Sandwiches,9.95,223.31,Drive-thru,Credit Card
21218,2023-08-30,Fries,3.49,730.56,Online,Credit Card
21219,2023-08-30,Beverages,2.95,911.11,In-store,Credit Card
21220,2023-08-30,Sides & Other,4.99,297.51,Drive-thru,Credit Card
21221,2023-08-31,Burgers,12.99,591.81,In-store,Cash
21222,2023-08-31,Chicken Sandwiches,9.95,247.56,In-store,Credit Card
21223,2023-08-31,Fries,3.49,745.98,Drive-thru,Cash
21224,2023-08-31,Beverages,2.95,961.7,Drive-thru,Credit Card
21225,2023-08-31,Sides & Other,4.99,222.86,In-store,Cash
21226,2023-09-01,Burgers,12.99,695.49,Online,Credit Card
21227,2023-09-01,Chicken Sandwiches,9.95,266.08,Online,Credit Card
21228,2023-09-01,Fries,3.49,770.43,Drive-thru,Cash
21229,2023-09-01,Beverages,2.95,974.43,Online,Credit Card
21230,2023-09-01,Sides & Other,4.99,324.17,Online,Cash
21231,2023-09-02,Burgers,12.99,752.64,In-store,Gift Card
21232,2023-09-02,Chicken Sandwiches,9.95,257.27,In-store,Credit Card
21233,2023-09-02,Fries,3.49,874.04,Online,Credit Card
21234,2023-09-02,Beverages,2.95,1174.79,Online,Cash
21235,2023-09-02,Sides & Other,4.99,248.36,In-store,Cash
21236,2023-09-03,Burgers,12.99,839.68,Drive-thru,Credit Card
21237,2023-09-03,Chicken Sandwiches,9.95,318.68,Drive-thru,Cash
21238,2023-09-03,Fries,3.49,770.9,In-store,Credit Card
21239,2023-09-03,Beverages,2.95,983.6,In-store,Credit Card
21240,2023-09-03,Sides & Other,4.99,311.93,In-store,Credit Card
21241,2023-09-04,Burgers,12.99,678.18,In-store,Cash
21242,2023-09-04,Chicken Sandwiches,9.95,259.35,In-store,Cash
21243,2023-09-04,Fries,3.49,749.98,In-store,Credit Card
21244,2023-09-04,Beverages,2.95,895.08,Online,Gift Card
21245,2023-09-04,Sides & Other,4.99,225.06,Drive-thru,Credit Card
21246,2023-09-05,Burgers,12.99,511.77,Online,Cash
21247,2023-09-05,Chicken Sandwiches,9.95,219.59,Online,Gift Card
21248,2023-09-05,Fries,3.49,612.23,Online,Credit Card
21249,2023-09-05,Beverages,2.95,780.78,Online,Credit Card
21250,2023-09-05,Sides & Other,4.99,159.96,Drive-thru,Cash
21251,2023-09-06,Burgers,12.99,632.59,Drive-thru,Cash
21252,2023-09-06,Chicken Sandwiches,9.95,250.08,Drive-thru,Cash
21253,2023-09-06,Fries,3.49,594.4,In-store,Credit Card
21254,2023-09-06,Beverages,2.95,826.77,In-store,Cash
21255,2023-09-06,Sides & Other,4.99,252.27,Online,Credit Card
21256,2023-09-07,Burgers,12.99,539.57,Drive-thru,Credit Card
21257,2023-09-07,Chicken Sandwiches,9.95,269.94,Online,Credit Card
21258,2023-09-07,Fries,3.49,693.09,Online,Credit Card
21259,2023-09-07,Beverages,2.95,789.13,In-store,Cash
21260,2023-09-07,Sides & Other,4.99,213.59,Drive-thru,Cash
21261,2023-09-08,Burgers,12.99,743.28,In-store,Cash
21262,2023-09-08,Chicken Sandwiches,9.95,266.96,In-store,Credit Card
